FIPStxt,Stabr,area_name,Median_Household_Income_2018
26093,MI,"Livingston County, MI","84,048"
26095,MI,"Luce County, MI","43,196"
26097,MI,"Mackinac County, MI","46,645"
26099,MI,"Macomb County, MI","62,191"
26101,MI,"Manistee County, MI","47,401"
26103,MI,"Marquette County, MI","54,093"
26105,MI,"Mason County, MI","51,083"
26107,MI,"Mecosta County, MI","45,804"
26109,MI,"Menominee County, MI","46,486"
26111,MI,"Midland County, MI","58,057"
26113,MI,"Missaukee County, MI","48,413"
26115,MI,"Monroe County, MI","62,522"
26117,MI,"Montcalm County, MI","50,396"
26119,MI,"Montmorency County, MI","40,650"
26121,MI,"Muskegon County, MI","49,960"
26123,MI,"Newaygo County, MI","48,860"
26125,MI,"Oakland County, MI","80,319"
26127,MI,"Oceana County, MI","50,374"
26129,MI,"Ogemaw County, MI","41,201"
26131,MI,"Ontonagon County, MI","40,798"
26133,MI,"Osceola County, MI","45,607"
26135,MI,"Oscoda County, MI","38,927"
26137,MI,"Otsego County, MI","51,292"
26139,MI,"Ottawa County, MI","70,420"
26141,MI,"Presque Isle County, MI","45,502"
26143,MI,"Roscommon County, MI","38,613"
26145,MI,"Saginaw County, MI","48,805"
26147,MI,"St. Clair County, MI","56,557"
26149,MI,"St. Joseph County, MI","52,689"
26151,MI,"Sanilac County, MI","46,184"
26153,MI,"Schoolcraft County, MI","44,887"
26155,MI,"Shiawassee County, MI","54,149"
26157,MI,"Tuscola County, MI","51,113"
26159,MI,"Van Buren County, MI","57,363"
26161,MI,"Washtenaw County, MI","72,267"
26163,MI,"Wayne County, MI","46,440"
26165,MI,"Wexford County, MI","46,396"
27000,MN,Minnesota,"70,295"
27001,MN,"Aitkin County, MN","44,016"
27003,MN,"Anoka County, MN","82,284"
27005,MN,"Becker County, MN","59,440"
27007,MN,"Beltrami County, MN","47,073"
27009,MN,"Benton County, MN","61,341"
27011,MN,"Big Stone County, MN","51,058"
27013,MN,"Blue Earth County, MN","58,132"
27015,MN,"Brown County, MN","60,626"
27017,MN,"Carlton County, MN","60,412"
27019,MN,"Carver County, MN","104,248"
27021,MN,"Cass County, MN","48,651"
27023,MN,"Chippewa County, MN","53,540"
27025,MN,"Chisago County, MN","82,814"
27027,MN,"Clay County, MN","65,914"
27029,MN,"Clearwater County, MN","51,475"
27031,MN,"Cook County, MN","54,465"
27033,MN,"Cottonwood County, MN","51,788"
27035,MN,"Crow Wing County, MN","53,481"
27037,MN,"Dakota County, MN","86,403"
27039,MN,"Dodge County, MN","75,955"
27041,MN,"Douglas County, MN","60,979"
27043,MN,"Faribault County, MN","52,560"
27045,MN,"Fillmore County, MN","58,761"
27047,MN,"Freeborn County, MN","52,010"
27049,MN,"Goodhue County, MN","67,039"
27051,MN,"Grant County, MN","54,917"
27053,MN,"Hennepin County, MN","76,067"
27055,MN,"Houston County, MN","59,613"
27057,MN,"Hubbard County, MN","55,687"
27059,MN,"Isanti County, MN","73,468"
27061,MN,"Itasca County, MN","53,143"
27063,MN,"Jackson County, MN","57,786"
27065,MN,"Kanabec County, MN","56,950"
27067,MN,"Kandiyohi County, MN","60,579"
27069,MN,"Kittson County, MN","54,438"
27071,MN,"Koochiching County, MN","46,281"
27073,MN,"Lac qui Parle County, MN","52,445"
27075,MN,"Lake County, MN","61,015"
27077,MN,"Lake of the Woods County, MN","52,058"
27079,MN,"Le Sueur County, MN","67,269"
27081,MN,"Lincoln County, MN","51,305"
27083,MN,"Lyon County, MN","57,690"
27085,MN,"McLeod County, MN","61,959"
27087,MN,"Mahnomen County, MN","43,162"
27089,MN,"Marshall County, MN","58,105"
27091,MN,"Martin County, MN","50,821"
27093,MN,"Meeker County, MN","66,557"
27095,MN,"Mille Lacs County, MN","53,289"
27097,MN,"Morrison County, MN","57,471"
27099,MN,"Mower County, MN","53,387"
27101,MN,"Murray County, MN","59,938"
27103,MN,"Nicollet County, MN","66,209"
27105,MN,"Nobles County, MN","55,766"
27107,MN,"Norman County, MN","48,799"
27109,MN,"Olmsted County, MN","76,001"
27111,MN,"Otter Tail County, MN","53,778"
27113,MN,"Pennington County, MN","57,494"
27115,MN,"Pine County, MN","50,387"
27117,MN,"Pipestone County, MN","55,378"
27119,MN,"Polk County, MN","60,180"
27121,MN,"Pope County, MN","60,975"
27123,MN,"Ramsey County, MN","62,937"
27125,MN,"Red Lake County, MN","54,412"
27127,MN,"Redwood County, MN","56,760"
27129,MN,"Renville County, MN","59,787"
27131,MN,"Rice County, MN","67,024"
27133,MN,"Rock County, MN","63,503"
27135,MN,"Roseau County, MN","60,239"
27137,MN,"St. Louis County, MN","53,833"
27139,MN,"Scott County, MN","101,427"
27141,MN,"Sherburne County, MN","81,850"
27143,MN,"Sibley County, MN","66,209"
27145,MN,"Stearns County, MN","60,843"
27147,MN,"Steele County, MN","65,323"
27149,MN,"Stevens County, MN","61,929"
27151,MN,"Swift County, MN","51,552"
27153,MN,"Todd County, MN","58,113"
27155,MN,"Traverse County, MN","49,773"
27157,MN,"Wabasha County, MN","63,633"
27159,MN,"Wadena County, MN","46,312"
27161,MN,"Waseca County, MN","58,335"
27163,MN,"Washington County, MN","95,840"
27165,MN,"Watonwan County, MN","51,962"
27167,MN,"Wilkin County, MN","61,387"
27169,MN,"Winona County, MN","56,076"
27171,MN,"Wright County, MN","87,377"
27173,MN,"Yellow Medicine County, MN","56,528"
28000,MS,Mississippi,"44,740"
28001,MS,"Adams County, MS","33,392"
28003,MS,"Alcorn County, MS","40,010"
28005,MS,"Amite County, MS","38,092"
28007,MS,"Attala County, MS","36,761"
28009,MS,"Benton County, MS","35,184"
28011,MS,"Bolivar County, MS","33,116"
28013,MS,"Calhoun County, MS","39,176"
28015,MS,"Carroll County, MS","42,588"
28017,MS,"Chickasaw County, MS","37,429"
28019,MS,"Choctaw County, MS","38,479"
28021,MS,"Claiborne County, MS","29,631"
28023,MS,"Clarke County, MS","41,495"
28025,MS,"Clay County, MS","38,121"
28027,MS,"Coahoma County, MS","29,380"
28029,MS,"Copiah County, MS","38,664"
28031,MS,"Covington County, MS","36,083"
28033,MS,"DeSoto County, MS","68,126"
28035,MS,"Forrest County, MS","39,061"
28037,MS,"Franklin County, MS","39,508"
28039,MS,"George County, MS","47,246"
28041,MS,"Greene County, MS","42,022"
28043,MS,"Grenada County, MS","39,633"
28045,MS,"Hancock County, MS","49,843"
28047,MS,"Harrison County, MS","45,355"
28049,MS,"Hinds County, MS","44,776"
28051,MS,"Holmes County, MS","26,449"
28053,MS,"Humphreys County, MS","28,542"
28055,MS,"Issaquena County, MS","26,936"
28057,MS,"Itawamba County, MS","45,720"
28059,MS,"Jackson County, MS","51,771"
28061,MS,"Jasper County, MS","36,987"
28063,MS,"Jefferson County, MS","28,024"
28065,MS,"Jefferson Davis County, MS","31,739"
28067,MS,"Jones County, MS","42,435"
28069,MS,"Kemper County, MS","33,437"
28071,MS,"Lafayette County, MS","49,381"
28073,MS,"Lamar County, MS","58,377"
28075,MS,"Lauderdale County, MS","40,077"
28077,MS,"Lawrence County, MS","40,510"
28079,MS,"Leake County, MS","37,212"
28081,MS,"Lee County, MS","51,088"
28083,MS,"Leflore County, MS","29,244"
28085,MS,"Lincoln County, MS","43,478"
28087,MS,"Lowndes County, MS","44,348"
28089,MS,"Madison County, MS","75,740"
28091,MS,"Marion County, MS","36,408"
28093,MS,"Marshall County, MS","40,285"
28095,MS,"Monroe County, MS","44,681"
28097,MS,"Montgomery County, MS","36,311"
28099,MS,"Neshoba County, MS","36,236"
28101,MS,"Newton County, MS","40,792"
28103,MS,"Noxubee County, MS","32,167"
28105,MS,"Oktibbeha County, MS","39,130"
28107,MS,"Panola County, MS","39,198"
28109,MS,"Pearl River County, MS","45,268"
28111,MS,"Perry County, MS","39,687"
28113,MS,"Pike County, MS","33,983"
28115,MS,"Pontotoc County, MS","44,297"
28117,MS,"Prentiss County, MS","41,281"
28119,MS,"Quitman County, MS","27,767"
28121,MS,"Rankin County, MS","66,296"
28123,MS,"Scott County, MS","38,034"
28125,MS,"Sharkey County, MS","28,887"
28127,MS,"Simpson County, MS","38,173"
28129,MS,"Smith County, MS","46,764"
28131,MS,"Stone County, MS","44,622"
28133,MS,"Sunflower County, MS","31,329"
28135,MS,"Tallahatchie County, MS","32,692"
28137,MS,"Tate County, MS","48,082"
28139,MS,"Tippah County, MS","39,833"
28141,MS,"Tishomingo County, MS","41,455"
28143,MS,"Tunica County, MS","33,143"
28145,MS,"Union County, MS","46,600"
28147,MS,"Walthall County, MS","33,566"
28149,MS,"Warren County, MS","46,049"
28151,MS,"Washington County, MS","33,991"
28153,MS,"Wayne County, MS","37,401"
28155,MS,"Webster County, MS","43,349"
28157,MS,"Wilkinson County, MS","29,900"
28159,MS,"Winston County, MS","39,498"
28161,MS,"Yalobusha County, MS","39,551"
28163,MS,"Yazoo County, MS","33,111"
29000,MO,Missouri,"54,412"
29001,MO,"Adair County, MO","40,395"
29003,MO,"Andrew County, MO","57,459"
29005,MO,"Atchison County, MO","49,122"
29007,MO,"Audrain County, MO","44,340"
29009,MO,"Barry County, MO","42,457"
29011,MO,"Barton County, MO","41,583"
29013,MO,"Bates County, MO","45,955"
29015,MO,"Benton County, MO","40,025"
29017,MO,"Bollinger County, MO","44,233"
29019,MO,"Boone County, MO","55,136"
29021,MO,"Buchanan County, MO","52,506"
29023,MO,"Butler County, MO","38,067"
29025,MO,"Caldwell County, MO","47,591"
29027,MO,"Callaway County, MO","53,970"
29029,MO,"Camden County, MO","48,580"
29031,MO,"Cape Girardeau County, MO","51,962"
29033,MO,"Carroll County, MO","47,049"
29035,MO,"Carter County, MO","34,134"
29037,MO,"Cass County, MO","71,374"
29039,MO,"Cedar County, MO","37,288"
29041,MO,"Chariton County, MO","48,421"
29043,MO,"Christian County, MO","58,057"
29045,MO,"Clark County, MO","46,832"
29047,MO,"Clay County, MO","68,943"
29049,MO,"Clinton County, MO","58,641"
29051,MO,"Cole County, MO","62,817"
29053,MO,"Cooper County, MO","52,513"
29055,MO,"Crawford County, MO","42,774"
29057,MO,"Dade County, MO","41,381"
29059,MO,"Dallas County, MO","38,765"
29061,MO,"Daviess County, MO","51,255"
29063,MO,"DeKalb County, MO","48,920"
29065,MO,"Dent County, MO","39,392"
29067,MO,"Douglas County, MO","36,762"
29069,MO,"Dunklin County, MO","37,331"
29071,MO,"Franklin County, MO","58,738"
29073,MO,"Gasconade County, MO","52,282"
29075,MO,"Gentry County, MO","43,731"
29077,MO,"Greene County, MO","44,799"
29079,MO,"Grundy County, MO","40,315"
29081,MO,"Harrison County, MO","40,639"
29083,MO,"Henry County, MO","44,978"
29085,MO,"Hickory County, MO","35,025"
29087,MO,"Holt County, MO","47,191"
29089,MO,"Howard County, MO","45,767"
29091,MO,"Howell County, MO","36,762"
29093,MO,"Iron County, MO","37,755"
29095,MO,"Jackson County, MO","55,864"
29097,MO,"Jasper County, MO","46,596"
29099,MO,"Jefferson County, MO","65,150"
29101,MO,"Johnson County, MO","52,151"
29103,MO,"Knox County, MO","39,309"
29105,MO,"Laclede County, MO","44,562"
29107,MO,"Lafayette County, MO","53,389"
29109,MO,"Lawrence County, MO","45,074"
29111,MO,"Lewis County, MO","48,179"
29113,MO,"Lincoln County, MO","62,238"
29115,MO,"Linn County, MO","44,992"
29117,MO,"Livingston County, MO","48,749"
29119,MO,"McDonald County, MO","40,204"
29121,MO,"Macon County, MO","45,440"
29123,MO,"Madison County, MO","40,191"
29125,MO,"Maries County, MO","46,371"
29127,MO,"Marion County, MO","49,393"
29129,MO,"Mercer County, MO","46,014"
29131,MO,"Miller County, MO","47,225"
29133,MO,"Mississippi County, MO","34,735"
29135,MO,"Moniteau County, MO","57,047"
29137,MO,"Monroe County, MO","46,216"
29139,MO,"Montgomery County, MO","48,951"
29141,MO,"Morgan County, MO","45,276"
29143,MO,"New Madrid County, MO","38,093"
29145,MO,"Newton County, MO","49,220"
29147,MO,"Nodaway County, MO","46,698"
29149,MO,"Oregon County, MO","32,720"
29151,MO,"Osage County, MO","58,855"
29153,MO,"Ozark County, MO","34,367"
29155,MO,"Pemiscot County, MO","31,831"
29157,MO,"Perry County, MO","53,871"
29159,MO,"Pettis County, MO","45,254"
29161,MO,"Phelps County, MO","43,079"
29163,MO,"Pike County, MO","43,591"
29165,MO,"Platte County, MO","82,567"
29167,MO,"Polk County, MO","45,336"
29169,MO,"Pulaski County, MO","52,532"
29171,MO,"Putnam County, MO","40,866"
29173,MO,"Ralls County, MO","57,549"
29175,MO,"Randolph County, MO","44,975"
29177,MO,"Ray County, MO","58,693"
29179,MO,"Reynolds County, MO","36,592"
29181,MO,"Ripley County, MO","32,802"
29183,MO,"St. Charles County, MO","82,048"
29185,MO,"St. Clair County, MO","37,013"
29186,MO,"Ste. Genevieve County, MO","59,043"
29187,MO,"St. Francois County, MO","45,584"
29189,MO,"St. Louis County, MO","66,992"
29195,MO,"Saline County, MO","43,776"
29197,MO,"Schuyler County, MO","39,463"
29199,MO,"Scotland County, MO","42,053"
29201,MO,"Scott County, MO","44,261"
29203,MO,"Shannon County, MO","32,715"
29205,MO,"Shelby County, MO","44,564"
29207,MO,"Stoddard County, MO","40,808"
29209,MO,"Stone County, MO","46,026"
29211,MO,"Sullivan County, MO","41,978"
29213,MO,"Taney County, MO","40,887"
29215,MO,"Texas County, MO","34,824"
29217,MO,"Vernon County, MO","42,552"
29219,MO,"Warren County, MO","62,056"
29221,MO,"Washington County, MO","38,591"
29223,MO,"Wayne County, MO","33,703"
29225,MO,"Webster County, MO","51,141"
29227,MO,"Worth County, MO","43,119"
29229,MO,"Wright County, MO","35,293"
29510,MO,"St. Louis city, MO","43,263"
30000,MT,Montana,"55,248"
30001,MT,"Beaverhead County, MT","47,674"
30003,MT,"Big Horn County, MT","40,425"
30005,MT,"Blaine County, MT","39,237"
30007,MT,"Broadwater County, MT","52,840"
30009,MT,"Carbon County, MT","53,661"
30011,MT,"Carter County, MT","47,985"
30013,MT,"Cascade County, MT","50,054"
30015,MT,"Chouteau County, MT","44,645"
30017,MT,"Custer County, MT","50,525"
30019,MT,"Daniels County, MT","44,659"
30021,MT,"Dawson County, MT","56,167"
30023,MT,"Deer Lodge County, MT","45,641"
30025,MT,"Fallon County, MT","62,029"
30027,MT,"Fergus County, MT","49,147"
30029,MT,"Flathead County, MT","54,382"
30031,MT,"Gallatin County, MT","67,569"
30033,MT,"Garfield County, MT","44,580"
30035,MT,"Glacier County, MT","37,719"
30037,MT,"Golden Valley County, MT","38,782"
30039,MT,"Granite County, MT","48,410"
30041,MT,"Hill County, MT","50,136"
30043,MT,"Jefferson County, MT","68,381"
30045,MT,"Judith Basin County, MT","50,197"
30047,MT,"Lake County, MT","44,833"
30049,MT,"Lewis and Clark County, MT","63,860"
30051,MT,"Liberty County, MT","42,742"
30053,MT,"Lincoln County, MT","40,602"
30055,MT,"McCone County, MT","43,650"
30057,MT,"Madison County, MT","53,031"
30059,MT,"Meagher County, MT","44,572"
30061,MT,"Mineral County, MT","43,458"
30063,MT,"Missoula County, MT","56,207"
30065,MT,"Musselshell County, MT","43,371"
30067,MT,"Park County, MT","61,044"
30069,MT,"Petroleum County, MT","41,009"
30071,MT,"Phillips County, MT","44,730"
30073,MT,"Pondera County, MT","42,890"
30075,MT,"Powder River County, MT","47,378"
30077,MT,"Powell County, MT","48,966"
30079,MT,"Prairie County, MT","42,754"
30081,MT,"Ravalli County, MT","50,055"
30083,MT,"Richland County, MT","67,242"
30085,MT,"Roosevelt County, MT","40,179"
30087,MT,"Rosebud County, MT","57,674"
30089,MT,"Sanders County, MT","39,861"
30091,MT,"Sheridan County, MT","51,690"
30093,MT,"Silver Bow County, MT","47,302"
30095,MT,"Stillwater County, MT","66,226"
30097,MT,"Sweet Grass County, MT","52,747"
30099,MT,"Teton County, MT","48,368"
30101,MT,"Toole County, MT","46,326"
30103,MT,"Treasure County, MT","50,774"
30105,MT,"Valley County, MT","48,390"
30107,MT,"Wheatland County, MT","38,449"
30109,MT,"Wibaux County, MT","49,532"
30111,MT,"Yellowstone County, MT","59,975"
31000,NE,Nebraska,"59,724"
31001,NE,"Adams County, NE","55,167"
31003,NE,"Antelope County, NE","55,371"
31005,NE,"Arthur County, NE","46,862"
31007,NE,"Banner County, NE","53,865"
31009,NE,"Blaine County, NE","44,467"
31011,NE,"Boone County, NE","51,911"
31013,NE,"Box Butte County, NE","57,952"
31015,NE,"Boyd County, NE","42,431"
31017,NE,"Brown County, NE","46,191"
31019,NE,"Buffalo County, NE","59,193"
31021,NE,"Burt County, NE","57,548"
31023,NE,"Butler County, NE","57,208"
31025,NE,"Cass County, NE","75,177"
31027,NE,"Cedar County, NE","64,570"
31029,NE,"Chase County, NE","54,866"
31031,NE,"Cherry County, NE","49,782"
31033,NE,"Cheyenne County, NE","53,132"
31035,NE,"Clay County, NE","56,259"
31037,NE,"Colfax County, NE","55,787"
31039,NE,"Cuming County, NE","59,219"
31041,NE,"Custer County, NE","49,995"
31043,NE,"Dakota County, NE","55,522"
31045,NE,"Dawes County, NE","47,487"
31047,NE,"Dawson County, NE","56,818"
31049,NE,"Deuel County, NE","47,097"
31051,NE,"Dixon County, NE","54,635"
31053,NE,"Dodge County, NE","51,682"
31055,NE,"Douglas County, NE","64,580"
31057,NE,"Dundy County, NE","48,574"
31059,NE,"Fillmore County, NE","56,697"
31061,NE,"Franklin County, NE","48,778"
31063,NE,"Frontier County, NE","43,650"
31065,NE,"Furnas County, NE","49,685"
31067,NE,"Gage County, NE","49,931"
31069,NE,"Garden County, NE","39,192"
31071,NE,"Garfield County, NE","46,245"
31073,NE,"Gosper County, NE","59,722"
31075,NE,"Grant County, NE","56,724"
31077,NE,"Greeley County, NE","45,221"
31079,NE,"Hall County, NE","53,792"
31081,NE,"Hamilton County, NE","60,608"
31083,NE,"Harlan County, NE","49,321"
31085,NE,"Hayes County, NE","47,047"
31087,NE,"Hitchcock County, NE","43,880"
31089,NE,"Holt County, NE","55,965"
31091,NE,"Hooker County, NE","46,220"
31093,NE,"Howard County, NE","52,292"
31095,NE,"Jefferson County, NE","47,075"
31097,NE,"Johnson County, NE","52,401"
31099,NE,"Kearney County, NE","64,456"
31101,NE,"Keith County, NE","52,086"
31103,NE,"Keya Paha County, NE","48,429"
31105,NE,"Kimball County, NE","46,986"
31107,NE,"Knox County, NE","47,906"
31109,NE,"Lancaster County, NE","58,618"
31111,NE,"Lincoln County, NE","56,803"
31113,NE,"Logan County, NE","55,531"
31115,NE,"Loup County, NE","47,797"
31117,NE,"McPherson County, NE","53,207"
31119,NE,"Madison County, NE","55,226"
31121,NE,"Merrick County, NE","56,493"
31123,NE,"Morrill County, NE","49,151"
31125,NE,"Nance County, NE","47,279"
31127,NE,"Nemaha County, NE","52,069"
31129,NE,"Nuckolls County, NE","46,954"
31131,NE,"Otoe County, NE","60,734"
31133,NE,"Pawnee County, NE","45,487"
31135,NE,"Perkins County, NE","57,251"
31137,NE,"Phelps County, NE","59,003"
31139,NE,"Pierce County, NE","57,367"
31141,NE,"Platte County, NE","63,656"
31143,NE,"Polk County, NE","59,815"
31145,NE,"Red Willow County, NE","49,034"
31147,NE,"Richardson County, NE","47,573"
31149,NE,"Rock County, NE","48,260"
31151,NE,"Saline County, NE","54,569"
31153,NE,"Sarpy County, NE","79,358"
31155,NE,"Saunders County, NE","67,897"
31157,NE,"Scotts Bluff County, NE","50,247"
31159,NE,"Seward County, NE","71,024"
31161,NE,"Sheridan County, NE","43,819"
31163,NE,"Sherman County, NE","47,499"
31165,NE,"Sioux County, NE","50,861"
31167,NE,"Stanton County, NE","66,228"
31169,NE,"Thayer County, NE","51,299"
31171,NE,"Thomas County, NE","48,275"
31173,NE,"Thurston County, NE","45,405"
31175,NE,"Valley County, NE","48,604"
31177,NE,"Washington County, NE","77,838"
31179,NE,"Wayne County, NE","55,970"
31181,NE,"Webster County, NE","45,058"
31183,NE,"Wheeler County, NE","53,369"
31185,NE,"York County, NE","61,478"
32000,NV,Nevada,"58,740"
32001,NV,"Churchill County, NV","58,429"
32003,NV,"Clark County, NV","57,155"
32005,NV,"Douglas County, NV","70,495"
32007,NV,"Elko County, NV","79,134"
32009,NV,"Esmeralda County, NV","50,179"
32011,NV,"Eureka County, NV","70,036"
32013,NV,"Humboldt County, NV","72,873"
32015,NV,"Lander County, NV","79,278"
32017,NV,"Lincoln County, NV","55,504"
32019,NV,"Lyon County, NV","59,732"
32021,NV,"Mineral County, NV","44,438"
32023,NV,"Nye County, NV","47,031"
32027,NV,"Pershing County, NV","42,522"
32029,NV,"Storey County, NV","68,236"
32031,NV,"Washoe County, NV","63,636"
32033,NV,"White Pine County, NV","58,942"
32510,NV,"Carson City, NV","56,382"
33000,NH,New Hampshire,"75,322"
33001,NH,"Belknap County, NH","64,777"
33003,NH,"Carroll County, NH","59,413"
33005,NH,"Cheshire County, NH","60,251"
33007,NH,"Coos County, NH","44,259"
33009,NH,"Grafton County, NH","65,163"
33011,NH,"Hillsborough County, NH","78,714"
33013,NH,"Merrimack County, NH","74,351"
33015,NH,"Rockingham County, NH","93,645"
33017,NH,"Strafford County, NH","69,919"
33019,NH,"Sullivan County, NH","60,034"
34000,NJ,New Jersey,"81,777"
34001,NJ,"Atlantic County, NJ","60,826"
34003,NJ,"Bergen County, NJ","100,181"
34005,NJ,"Burlington County, NJ","84,470"
34007,NJ,"Camden County, NJ","67,135"
34009,NJ,"Cape May County, NJ","62,175"
34011,NJ,"Cumberland County, NJ","51,790"
34013,NJ,"Essex County, NJ","62,875"
34015,NJ,"Gloucester County, NJ","81,315"
34017,NJ,"Hudson County, NJ","73,337"
34019,NJ,"Hunterdon County, NJ","112,335"
34021,NJ,"Mercer County, NJ","79,979"
34023,NJ,"Middlesex County, NJ","87,666"
34025,NJ,"Monmouth County, NJ","99,223"
34027,NJ,"Morris County, NJ","112,396"
34029,NJ,"Ocean County, NJ","68,483"
34031,NJ,"Passaic County, NJ","71,959"
34033,NJ,"Salem County, NJ","64,524"
34035,NJ,"Somerset County, NJ","119,731"
34037,NJ,"Sussex County, NJ","92,284"
34039,NJ,"Union County, NJ","80,737"
34041,NJ,"Warren County, NJ","77,571"
35000,NM,New Mexico,"47,405"
35001,NM,"Bernalillo County, NM","51,372"
35003,NM,"Catron County, NM","34,777"
35005,NM,"Chaves County, NM","43,527"
35006,NM,"Cibola County, NM","38,097"
35007,NM,"Colfax County, NM","41,592"
35009,NM,"Curry County, NM","47,202"
35011,NM,"De Baca County, NM","35,087"
35013,NM,"Dona Ana County, NM","38,409"
35015,NM,"Eddy County, NM","58,320"
35017,NM,"Grant County, NM","38,341"
35019,NM,"Guadalupe County, NM","29,515"
35021,NM,"Harding County, NM","37,544"
35023,NM,"Hidalgo County, NM","39,882"
35025,NM,"Lea County, NM","51,656"
35027,NM,"Lincoln County, NM","45,095"
35028,NM,"Los Alamos County, NM","124,947"
35029,NM,"Luna County, NM","30,570"
35031,NM,"McKinley County, NM","33,976"
35033,NM,"Mora County, NM","34,491"
35035,NM,"Otero County, NM","42,701"
35037,NM,"Quay County, NM","33,085"
35039,NM,"Rio Arriba County, NM","41,511"
35041,NM,"Roosevelt County, NM","41,700"
35043,NM,"Sandoval County, NM","57,036"
35045,NM,"San Juan County, NM","46,578"
35047,NM,"San Miguel County, NM","35,292"
35049,NM,"Santa Fe County, NM","60,187"
35051,NM,"Sierra County, NM","31,741"
35053,NM,"Socorro County, NM","33,989"
35055,NM,"Taos County, NM","38,405"
35057,NM,"Torrance County, NM","39,123"
35059,NM,"Union County, NM","40,426"
35061,NM,"Valencia County, NM","46,365"
36000,NY,New York,"67,648"
36001,NY,"Albany County, NY","64,536"
36003,NY,"Allegany County, NY","46,262"
36005,NY,"Bronx County, NY","38,566"
36007,NY,"Broome County, NY","50,928"
36009,NY,"Cattaraugus County, NY","48,017"
36011,NY,"Cayuga County, NY","52,945"
36013,NY,"Chautauqua County, NY","45,689"
36015,NY,"Chemung County, NY","52,565"
36017,NY,"Chenango County, NY","50,312"
36019,NY,"Clinton County, NY","55,517"
36021,NY,"Columbia County, NY","64,916"
36023,NY,"Cortland County, NY","51,751"
36025,NY,"Delaware County, NY","47,382"
36027,NY,"Dutchess County, NY","79,604"
36029,NY,"Erie County, NY","56,375"
36031,NY,"Essex County, NY","54,376"
36033,NY,"Franklin County, NY","48,722"
36035,NY,"Fulton County, NY","51,388"
36037,NY,"Genesee County, NY","58,925"
36039,NY,"Greene County, NY","54,514"
36041,NY,"Hamilton County, NY","59,020"
36043,NY,"Herkimer County, NY","53,168"
36045,NY,"Jefferson County, NY","52,798"
36047,NY,"Kings County, NY","60,862"
36049,NY,"Lewis County, NY","52,660"
36051,NY,"Livingston County, NY","61,027"
36053,NY,"Madison County, NY","59,114"
36055,NY,"Monroe County, NY","60,240"
36057,NY,"Montgomery County, NY","43,799"
36059,NY,"Nassau County, NY","115,301"
36061,NY,"New York County, NY","84,610"
36063,NY,"Niagara County, NY","55,013"
36065,NY,"Oneida County, NY","54,096"
36067,NY,"Onondaga County, NY","59,786"
36069,NY,"Ontario County, NY","62,930"
36071,NY,"Orange County, NY","75,048"
36073,NY,"Orleans County, NY","52,658"
36075,NY,"Oswego County, NY","53,745"
36077,NY,"Otsego County, NY","54,321"
36079,NY,"Putnam County, NY","100,887"
36081,NY,"Queens County, NY","68,432"
36083,NY,"Rensselaer County, NY","71,084"
36085,NY,"Richmond County, NY","79,719"
36087,NY,"Rockland County, NY","88,960"
36089,NY,"St. Lawrence County, NY","49,356"
36091,NY,"Saratoga County, NY","83,210"
36093,NY,"Schenectady County, NY","63,297"
36095,NY,"Schoharie County, NY","57,757"
36097,NY,"Schuyler County, NY","50,190"
36099,NY,"Seneca County, NY","54,184"
36101,NY,"Steuben County, NY","54,862"
36103,NY,"Suffolk County, NY","100,075"
36105,NY,"Sullivan County, NY","51,985"
36107,NY,"Tioga County, NY","60,309"
36109,NY,"Tompkins County, NY","57,383"
36111,NY,"Ulster County, NY","63,073"
36113,NY,"Warren County, NY","56,694"
36115,NY,"Washington County, NY","55,913"
36117,NY,"Wayne County, NY","61,118"
36119,NY,"Westchester County, NY","94,521"
36121,NY,"Wyoming County, NY","57,709"
36123,NY,"Yates County, NY","51,089"
37000,NC,North Carolina,"53,922"
37001,NC,"Alamance County, NC","50,480"
37003,NC,"Alexander County, NC","49,138"
37005,NC,"Alleghany County, NC","39,735"
37007,NC,"Anson County, NC","38,023"
37009,NC,"Ashe County, NC","41,864"
37011,NC,"Avery County, NC","41,701"
37013,NC,"Beaufort County, NC","46,411"
37015,NC,"Bertie County, NC","35,433"
37017,NC,"Bladen County, NC","36,976"
37019,NC,"Brunswick County, NC","60,163"
37021,NC,"Buncombe County, NC","53,960"
37023,NC,"Burke County, NC","44,946"
37025,NC,"Cabarrus County, NC","69,297"
37027,NC,"Caldwell County, NC","43,328"
37029,NC,"Camden County, NC","65,955"
37031,NC,"Carteret County, NC","55,052"
37033,NC,"Caswell County, NC","45,517"
37035,NC,"Catawba County, NC","53,738"
37037,NC,"Chatham County, NC","73,703"
37039,NC,"Cherokee County, NC","41,262"
37041,NC,"Chowan County, NC","42,618"
37043,NC,"Clay County, NC","42,878"
37045,NC,"Cleveland County, NC","42,728"
37047,NC,"Columbus County, NC","36,862"
37049,NC,"Craven County, NC","50,748"
37051,NC,"Cumberland County, NC","46,779"
37053,NC,"Currituck County, NC","64,426"
37055,NC,"Dare County, NC","64,768"
37057,NC,"Davidson County, NC","47,758"
37059,NC,"Davie County, NC","60,801"
37061,NC,"Duplin County, NC","42,725"
37063,NC,"Durham County, NC","59,329"
37065,NC,"Edgecombe County, NC","38,818"
37067,NC,"Forsyth County, NC","50,112"
37069,NC,"Franklin County, NC","57,710"
37071,NC,"Gaston County, NC","52,798"
